"ANALYTE","COLOR","CSO","DATA","POSTED","SAMPLE_DATE","SOURCE"
"COLI_E","","","<10","","2018-02-05 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","<10","","2018-02-05 00:00:00","OCEAN#17_SL"
"ENTERO","","","10","","2018-02-05 00:00:00","OCEAN#17_SL"
"COLI_E","","","<10","","2018-01-29 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","<10","","2018-01-29 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-01-29 00:00:00","OCEAN#17_SL"
"COLI_E","","","10","","2018-01-23 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","20","","2018-01-23 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-01-23 00:00:00","OCEAN#17_SL"
"COLI_E","","","10","","2018-01-16 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","10","","2018-01-16 00:00:00","OCEAN#17_SL"
"ENTERO","","","10","","2018-01-16 00:00:00","OCEAN#17_SL"
"COLI_E","","","161","","2018-01-08 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","1210","","2018-01-08 00:00:00","OCEAN#17_SL"
"ENTERO","","","52","","2018-01-08 00:00:00","OCEAN#17_SL"
"COLI_E","","","10","","2018-01-02 00:00:00","OCEAN#17_SL"
"COLI_TOTAL","","","31","","2018-01-02 00:00:00","OCEAN#17_SL"
"ENTERO","","","<10","","2018-01-02 00:00:00","OCEAN#17_SL"
"COLI_E","","","<10","","2018-03-26 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","<10","","2018-03-26 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-03-26 00:00:00","OCEAN#18_SL"
"COLI_E","","","<10","","2018-03-19 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","10","","2018-03-19 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-03-19 00:00:00","OCEAN#18_SL"
"COLI_E","","","20","","2018-03-12 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","41","","2018-03-12 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-03-12 00:00:00","OCEAN#18_SL"
"COLI_E","","","144","","2018-03-05 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","144","","2018-03-05 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-03-05 00:00:00","OCEAN#18_SL"
"COLI_E","","","10","","2018-02-26 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","10","","2018-02-26 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-02-26 00:00:00","OCEAN#18_SL"
"COLI_E","","","<10","","2018-02-20 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","10","","2018-02-20 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-02-20 00:00:00","OCEAN#18_SL"
"COLI_E","","","10","","2018-02-12 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","689","","2018-02-12 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-02-12 00:00:00","OCEAN#18_SL"
"COLI_E","","","<10","","2018-02-05 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","<10","","2018-02-05 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-02-05 00:00:00","OCEAN#18_SL"
"COLI_E","","","20","","2018-01-29 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","52","","2018-01-29 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-01-29 00:00:00","OCEAN#18_SL"
"COLI_E","","","<10","","2018-01-22 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","20","","2018-01-22 00:00:00","OCEAN#18_SL"
"ENTERO","","","10","","2018-01-22 00:00:00","OCEAN#18_SL"
"COLI_E","","","31","","2018-01-16 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","75","","2018-01-16 00:00:00","OCEAN#18_SL"
"ENTERO","","","10","","2018-01-16 00:00:00","OCEAN#18_SL"
"COLI_E","","","<10","","2018-01-08 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","41","","2018-01-08 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-01-08 00:00:00","OCEAN#18_SL"
"COLI_E","","","<10","","2018-01-02 00:00:00","OCEAN#18_SL"
"COLI_TOTAL","","","<10","","2018-01-02 00:00:00","OCEAN#18_SL"
"ENTERO","","","<10","","2018-01-02 00:00:00","OCEAN#18_SL"
"COLI_E","","","<10","","2018-03-26 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","<10","","2018-03-26 00:00:00","OCEAN#19_SL"
"ENTERO","","","<10","","2018-03-26 00:00:00","OCEAN#19_SL"
"COLI_E","","","<10","","2018-03-19 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","<10","","2018-03-19 00:00:00","OCEAN#19_SL"
"ENTERO","","","<10","","2018-03-19 00:00:00","OCEAN#19_SL"
"COLI_E","","","<10","","2018-03-12 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","10","","2018-03-12 00:00:00","OCEAN#19_SL"
"ENTERO","","","<10","","2018-03-12 00:00:00","OCEAN#19_SL"
"COLI_E","","","<10","","2018-03-05 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","10","","2018-03-05 00:00:00","OCEAN#19_SL"
"ENTERO","","","<10","","2018-03-05 00:00:00","OCEAN#19_SL"
"COLI_E","","","10","","2018-02-26 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","10","","2018-02-26 00:00:00","OCEAN#19_SL"
"ENTERO","","","20","","2018-02-26 00:00:00","OCEAN#19_SL"
"COLI_E","","","<10","","2018-02-20 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","10","","2018-02-20 00:00:00","OCEAN#19_SL"
"ENTERO","","","<10","","2018-02-20 00:00:00","OCEAN#19_SL"
"COLI_E","","","<10","","2018-02-12 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","20","","2018-02-12 00:00:00","OCEAN#19_SL"
"ENTERO","","","10","","2018-02-12 00:00:00","OCEAN#19_SL"
"COLI_E","","","<10","","2018-02-05 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","<10","","2018-02-05 00:00:00","OCEAN#19_SL"
"ENTERO","","","<10","","2018-02-05 00:00:00","OCEAN#19_SL"
"COLI_E","","","10","","2018-01-29 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","31","","2018-01-29 00:00:00","OCEAN#19_SL"
"ENTERO","","","20","","2018-01-29 00:00:00","OCEAN#19_SL"
"COLI_E","","","10","","2018-01-22 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","63","","2018-01-22 00:00:00","OCEAN#19_SL"
"ENTERO","","","10","","2018-01-22 00:00:00","OCEAN#19_SL"
"COLI_E","","","10","","2018-01-16 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","31","","2018-01-16 00:00:00","OCEAN#19_SL"
"ENTERO","","","31","","2018-01-16 00:00:00","OCEAN#19_SL"
"COLI_E","","","98","","2018-01-10 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","771","","2018-01-10 00:00:00","OCEAN#19_SL"
"ENTERO","","","31","","2018-01-10 00:00:00","OCEAN#19_SL"
"COLI_E","","","1274","","2018-01-09 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","6488","","2018-01-09 00:00:00","OCEAN#19_SL"
"ENTERO","","","146","","2018-01-09 00:00:00","OCEAN#19_SL"
"COLI_E","","",">24196","","2018-01-08 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","",">24196","","2018-01-08 00:00:00","OCEAN#19_SL"
"ENTERO","","",">24196","","2018-01-08 00:00:00","OCEAN#19_SL"
"COLI_E","","","<10","","2018-01-02 00:00:00","OCEAN#19_SL"
"COLI_TOTAL","","","<10","","2018-01-02 00:00:00","OCEAN#19_SL"
"ENTERO","","","<10","","2018-01-02 00:00:00","OCEAN#19_SL"
"COLI_E","","","201","","2018-01-09 00:00:00","OCEAN#20_SL"
"COLI_TOTAL","","","691","","2018-01-09 00:00:00","OCEAN#20_SL"
"ENTERO","","","41","","2018-01-09 00:00:00","OCEAN#20_SL"
"COLI_E","","","464","","2018-01-08 00:00:00","OCEAN#20_SL"
"COLI_TOTAL","","","3076","","2018-01-08 00:00:00","OCEAN#20_SL"
"ENTERO","","","144","","2018-01-08 00:00:00","OCEAN#20_SL"
"COLI_E","","","<10","","2018-03-26 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","<10","","2018-03-26 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-03-26 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","<10","","2018-03-19 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","<10","","2018-03-19 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-03-19 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","<10","","2018-03-12 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","20","","2018-03-12 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-03-12 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","63","","2018-03-05 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","85","","2018-03-05 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","10","","2018-03-05 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","<10","","2018-02-26 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","<10","","2018-02-26 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-02-26 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","<10","","2018-02-20 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","<10","","2018-02-20 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-02-20 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","31","","2018-02-12 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","98","","2018-02-12 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-02-12 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","<10","","2018-02-05 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","<10","","2018-02-05 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-02-05 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","<10","","2018-01-29 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","52","","2018-01-29 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-01-29 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","20","","2018-01-22 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","31","","2018-01-22 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-01-22 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","41","","2018-01-16 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","135","","2018-01-16 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","10","","2018-01-16 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","98","","2018-01-10 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","450","","2018-01-10 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","<10","","2018-01-10 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","727","","2018-01-09 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","6488","","2018-01-09 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","199","","2018-01-09 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","52","","2018-01-08 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","985","","2018-01-08 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","368","","2018-01-08 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","10","","2018-01-02 00:00:00","OCEAN#21.1_SL"
"COLI_TOTAL","","","31","","2018-01-02 00:00:00","OCEAN#21.1_SL"
"ENTERO","","","10","","2018-01-02 00:00:00","OCEAN#21.1_SL"
"COLI_E","","","20","","2018-01-11 00:00:00","OCEAN#21_SL"
"COLI_TOTAL","","","171","","2018-01-11 00:00:00","OCEAN#21_SL"
"ENTERO","","","<10","","2018-01-11 00:00:00","OCEAN#21_SL"
"COLI_E","","","462","","2018-01-10 00:00:00","OCEAN#21_SL"
"COLI_TOTAL","","","2755","","2018-01-10 00:00:00","OCEAN#21_SL"
"ENTERO","","","41","","2018-01-10 00:00:00","OCEAN#21_SL"
"COLI_E","","","1607","","2018-01-09 00:00:00","OCEAN#21_SL"
"COLI_TOTAL","","","12997","","2018-01-09 00:00:00","OCEAN#21_SL"
"ENTERO","","","173","","2018-01-09 00:00:00","OCEAN#21_SL"
"COLI_E","","",">24196","","2018-01-08 00:00:00","OCEAN#21_SL"
"COLI_TOTAL","","",">24196","","2018-01-08 00:00:00","OCEAN#21_SL"
"ENTERO","","","17329","","2018-01-08 00:00:00","OCEAN#21_SL"
"COLI_E","","","262","","2018-01-09 00:00:00","OCEAN#22_SL"
"COLI_TOTAL","","","1565","","2018-01-09 00:00:00","OCEAN#22_SL"
"ENTERO","","","52","","2018-01-09 00:00:00","OCEAN#22_SL"
"COLI_E","","","6131","","2018-01-08 00:00:00","OCEAN#22_SL"
"COLI_TOTAL","","",">24196","","2018-01-08 00:00:00","OCEAN#22_SL"
"ENTERO","","","3609","","2018-01-08 00:00:00","OCEAN#22_SL"


